Aliment,Calories,Fibres,Glucides,Gras,IG,CG,Proteines,Famille_regroupee
Lait de soja,54.0,29.8,6.0,1.8,30.0,1.8,20.0,Produits laitiers
Lait entier,63.0,37.7,4.6,3.6,34.0,1.6,20.0,Produits laitiers
Lait entier 3%,64.0,3.47,4.6,3.7,27.0,1.2,20.0,Produits laitiers
Lait naturel,60.0,40.3,4.2,4.8,32.0,1.3,20.0,Produits laitiers
Lait écrémé,31.0,42.5,0.2,4.7,27.0,0.1,20.0,Produits laitiers
Riz au lait,30.0,42.6,6.5,0.1,85.0,5.5,20.0,Produits laitiers
Yaourt,82.0,40.3,4.7,3.4,35.0,1.6,20.0,Produits laitiers
"Yaourt 1,5% naturel",47.0,37.0,1.5,3.5,35.0,0.5,20.0,Produits laitiers
Yaourt aux fruits,105.0,3.9,2.8,15.7,52.0,1.5,20.0,Produits laitiers
Yaourt de soja (naturel),64.0,3.6,8.0,2.0,20.0,1.6,20.0,Produits laitiers
Yaourt sans gras,56.0,10.5,7.6,0.2,33.0,2.5,20.0,Produits laitiers
Yaourt sucré,71.0,3.7,9.1,2.5,52.0,4.7,20.0,Produits laitiers
Chips de maïs,373.0,1.19,45.7,18.7,63.0,28.8,10.0,Plats préparés
Chips de pommes de terre,491.0,23.3,52.8,32.4,70.0,37.0,10.0,Plats préparés
Croustilles de maïs salées,497.0,1.9,61.0,25.0,42.0,25.6,10.0,Plats préparés
Frites,276.0,20.8,30.1,15.5,75.0,22.6,10.0,Plats préparés
Hamburger,258.0,34.9,1.9,13.7,66.0,1.3,10.0,Plats préparés
Nouilles chinoises,336.0,0.47,67.0,1.0,35.0,23.4,10.0,Plats préparés
Nouilles instantanées,448.0,33.9,56.7,20.7,52.0,29.5,10.0,Plats préparés
Pommes de terre instantanées,373.0,26.3,76.0,5.0,87.0,66.1,10.0,Plats préparés
Pop corn,375.0,0.32,74.0,4.3,55.0,40.7,10.0,Plats préparés
Abricot,48.0,1.8,11.1,0.4,34.0,3.8,,Fruits et lÃ©gumes
Abricots (en conserve dans du sirop),83.0,21.6,21.5,0.1,60.0,12.9,,Fruits et lÃ©gumes
Abricots secs,260.0,,60.7,1.4,35.0,21.2,,Fruits et lÃ©gumes
"Acerola, Barbados Cherry (frais)",32.0,0.0,0.3,7.7,20.0,0.1,,Fruits et lÃ©gumes
Ananas,50.0,40.1,13.1,0.1,66.0,8.6,,Fruits et lÃ©gumes
Ananas (en conserve dans du sirop),66.0,14.8,15.6,0.1,65.0,10.1,,Fruits et lÃ©gumes
Argousier,52.0,45.7,2.5,5.0,30.0,0.8,,Fruits et lÃ©gumes
Avocat,160.0,38.0,9.0,15.0,10.0,0.9,,Fruits et lÃ©gumes
Baies de Goji,309.0,0.0,53.4,2.6,25.0,13.3,,Fruits et lÃ©gumes
Banane,95.0,39.8,21.0,0.5,48.0,10.1,1.2,Fruits et lÃ©gumes
Bananes (séchées),95.0,14.1,88.3,1.8,48.0,42.4,1.2,Fruits et lÃ©gumes
Canneberges (fraîches),46.0,7.0,12.2,0.1,45.0,5.5,,Fruits et lÃ©gumes
Cassis (baies fraîches),44.0,14.0,7.3,0.4,15.0,1.1,,Fruits et lÃ©gumes
"Cerise (douce, fraîche)",63.0,1.29,16.0,0.2,25.0,4.0,,Fruits et lÃ©gumes
Cerise prune,35.0,2.7,0.0,6.4,25.0,0.0,0.5,Fruits et lÃ©gumes
Cerise sucrée,50.0,28.0,0.4,10.6,25.0,0.1,,Fruits et lÃ©gumes
Citron (fruits frais),16.0,24.6,3.0,0.1,20.0,0.6,,Fruits et lÃ©gumes
Coing (en conserve / gelée avec du sucre),50.0,0.23,11.0,0.5,65.0,7.2,,Fruits et lÃ©gumes
Coing (en conserve / gelée sans sucre),45.0,5.64,9.6,0.5,40.0,3.8,,Fruits et lÃ©gumes
Coing (fruits frais),40.0,25.9,9.8,0.5,35.0,3.4,,Fruits et lÃ©gumes
Compote de pommes (non sucrée),42.0,0.0,11.3,0.1,35.0,4.0,,Fruits et lÃ©gumes
Dattes séchées,292.0,0.0,69.2,0.5,40.0,27.7,,Fruits et lÃ©gumes
Dessert banane (mûre),95.0,0.5,21.8,0.3,60.0,13.1,1.2,Fruits et lÃ©gumes
Dessert banane (vert),95.0,,34.9,0.7,45.0,15.7,1.2,Fruits et lÃ©gumes
Figue (fraîche),74.0,3.6,19.2,0.3,35.0,6.7,,Fruits et lÃ©gumes
Figue (séchée),257.0,27.2,57.9,0.8,50.0,28.9,,Fruits et lÃ©gumes
Figue de Barbarie (fruits frais),41.0,22.7,9.6,0.5,35.0,3.4,,Fruits et lÃ©gumes
Fraises (baies fraîches),32.0,0.0,7.7,0.3,25.0,1.9,,Fruits et lÃ©gumes
Framboises (baies fraîches),25.0,0.5,12.0,0.7,25.0,3.0,1.3,Fruits et lÃ©gumes
Fruit de la passion,97.0,6.2,23.0,0.7,30.0,6.9,,Fruits et lÃ©gumes
"Fruit de la passion, granadilla (frais)",68.0,3.5,13.4,0.4,30.0,4.0,,Fruits et lÃ©gumes
Fruit à pain,103.0,2.8,27.0,0.2,65.0,17.6,,Fruits et lÃ©gumes
Fruits secs,359.0,0.0,83.0,2.7,60.0,49.8,,Fruits et lÃ©gumes
Grenade (fraîche),83.0,1.5,19.0,0.0,35.0,6.7,,Fruits et lÃ©gumes
Groseille (baie fraîche),43.0,0.0,7.7,0.2,25.0,1.9,,Fruits et lÃ©gumes
Groseille jaune,43.0,1.2,12.0,0.2,15.0,1.8,,Fruits et lÃ©gumes
"Kaki, kaki oriental (frais)",66.0,1.3,15.3,0.3,50.0,7.7,,Fruits et lÃ©gumes
Kiwi,49.0,0.48,14.7,0.5,50.0,7.3,1.1,Fruits et lÃ©gumes
Litchi (fruits frais),66.0,0.86,15.2,0.4,50.0,7.6,,Fruits et lÃ©gumes
Litchi (sirop en conserve),76.0,0.5,18.7,0.5,79.0,14.8,,Fruits et lÃ©gumes
Mandarin,53.0,2.17,13.0,0.3,30.0,3.9,,Fruits et lÃ©gumes
Mandarine (en conserve),37.0,0.32,8.9,0.3,47.0,4.2,,Fruits et lÃ©gumes
"Mandarines, mandarines, satsuma (frais)",53.0,0.5,13.0,0.3,30.0,3.9,,Fruits et lÃ©gumes
Mangue,60.0,0.34,15.0,0.4,56.0,8.4,,Fruits et lÃ©gumes
Melon,34.0,,8.0,0.2,65.0,5.2,0.8,Fruits et lÃ©gumes
Myrtille,35.0,5.1,8.2,0.0,25.0,2.0,,Fruits et lÃ©gumes
Myrtille (baies fraîches),31.0,2.29,6.8,0.0,25.0,1.7,,Fruits et lÃ©gumes
Myrtilles,44.0,1.3,7.6,0.4,53.0,4.0,,Fruits et lÃ©gumes
Mûre (baie fraîche),43.0,0.52,10.0,0.5,25.0,2.5,,Fruits et lÃ©gumes
Nectarine (fruits frais),48.0,0.5,11.8,0.2,35.0,4.1,,Fruits et lÃ©gumes
Néflier japonais prune,35.0,0.9,10.4,0.2,55.0,5.7,0.5,Fruits et lÃ©gumes
Orange (fruits frais),37.0,2.65,11.7,0.1,35.0,4.1,1.1,Fruits et lÃ©gumes
Pamplemousse,42.0,0.43,11.0,0.1,22.0,2.4,,Fruits et lÃ©gumes
Pamplemousse en conserve,36.0,1.28,9.1,0.1,47.0,4.3,,Fruits et lÃ©gumes
Papaye (fraîche),48.0,0.5,9.2,0.1,60.0,5.5,,Fruits et lÃ©gumes
Pastèque,30.0,0.2,7.5,0.1,75.0,5.6,,Fruits et lÃ©gumes
"Pepino, melon poire",34.0,2.0,20.0,0.0,40.0,8.0,0.8,Fruits et lÃ©gumes
Physalis,32.0,1.0,3.9,1.0,15.0,0.6,,Fruits et lÃ©gumes
Plantano (brut),122.0,0.17,30.2,0.4,45.0,13.6,,Fruits et lÃ©gumes
Platano (brut),122.0,2.25,32.0,0.4,45.0,14.4,,Fruits et lÃ©gumes
Platano (cuit uniquement),122.0,0.65,32.0,0.4,70.0,22.4,,Fruits et lÃ©gumes
Platano (cuit),155.0,0.4,39.2,0.2,70.0,27.4,,Fruits et lÃ©gumes
Poire (fruits frais),75.0,0.97,15.5,0.1,30.0,4.7,,Fruits et lÃ©gumes
Poire melon (pépino),34.0,0.46,20.0,0.0,40.0,8.0,0.8,Fruits et lÃ©gumes
Poires (séchées),249.0,0.8,62.6,0.6,43.0,26.9,,Fruits et lÃ©gumes
Poires en conserve,65.0,0.2,15.6,0.0,55.0,8.6,,Fruits et lÃ©gumes
"Pomelo, sheddock (frais)",32.0,0.42,8.1,0.1,25.0,2.0,,Fruits et lÃ©gumes
Pomme verte,52.0,2.1,14.0,0.2,36.0,5.0,,Fruits et lÃ©gumes
Pommes séchées,231.0,2.09,59.0,0.1,35.0,20.6,,Fruits et lÃ©gumes
Pomélo,38.0,1.3,10.0,0.0,30.0,3.0,,Fruits et lÃ©gumes
Pruneaux,35.0,2.5,64.0,0.4,40.0,25.6,0.5,Fruits et lÃ©gumes
Prunes (fraîches),35.0,0.58,11.0,0.3,35.0,3.9,0.5,Fruits et lÃ©gumes
Pêche (en conserve dans du sirop),36.0,0.1,14.7,0.1,55.0,8.1,1.0,Fruits et lÃ©gumes
Pêche (fruits frais),36.0,0.004,11.3,0.1,35.0,4.0,1.0,Fruits et lÃ©gumes
Pêches séchées,36.0,2.35,57.7,0.4,35.0,20.2,1.0,Fruits et lÃ©gumes
"Raisin, noir",65.0,3.34,18.7,0.3,59.0,11.0,,Fruits et lÃ©gumes
Raisins rouges (crus),69.0,2.5,18.0,0.2,45.0,8.1,,Fruits et lÃ©gumes
Raisins secs,299.0,1.13,79.2,0.5,65.0,51.5,,Fruits et lÃ©gumes
Raisins secs (rouge et or),301.0,0.87,72.0,0.5,65.0,46.8,,Fruits et lÃ©gumes
"Raisins, verts (crus)",52.0,0.35,12.0,0.0,45.0,5.4,,Fruits et lÃ©gumes
Rendez-vous,274.0,1.4,69.2,0.5,70.0,48.4,,Fruits et lÃ©gumes
les raisins,69.0,0.6,17.2,0.2,56.0,9.6,,Fruits et lÃ©gumes
Amarante (analogue du pop-corn),298.0,0.5,62.0,2.0,70.0,43.4,7.0,Céréales
"Avoine, Hercules",352.0,0.2,61.0,6.2,59.0,36.0,7.0,Céréales
"Avoine, bouillie, cuisson instantanée",350.0,0.48,56.0,7.5,74.0,41.4,7.0,Céréales
Barre énergétique (sans sucre),342.0,0.5,46.7,14.9,50.0,23.4,7.0,Céréales
Blé d&#039;épeautre,337.0,5.0,61.2,2.2,40.0,24.5,7.0,Céréales
Blé à grains entiers,305.0,1.9,59.5,2.2,45.0,26.8,7.0,Céréales
Bouillie d&#039;orge,310.0,0.1,65.8,2.0,70.0,46.1,7.0,Céréales
"Bouillie de flocons d&#039;avoine (écrasés), plats de flocons d&#039;avoine",88.0,5.0,15.0,1.7,60.0,9.0,7.0,Céréales
Bouillie de millet,180.0,2.12,27.0,5.0,70.0,18.9,7.0,Céréales
Bouillie de riz au lait (avec sucre),146.0,2.41,18.1,6.0,75.0,13.6,7.0,Céréales
Bouillie de sarrasin,163.0,4.15,31.0,2.0,40.0,12.4,7.0,Céréales
Bouillie de semoule de maïs (mamalyga),92.0,0.5,21.0,1.0,70.0,14.7,7.0,Céréales
Boulgour,342.0,0.61,76.0,1.3,55.0,41.8,7.0,Céréales
Capellini (pâtes),364.0,5.0,73.0,1.9,45.0,32.9,7.0,Céréales
Couscous,152.0,3.5,20.0,6.7,60.0,12.0,7.0,Céréales
Céréales entières (sans sucre),350.0,5.0,60.6,1.5,45.0,27.3,7.0,Céréales
Du maïs jaune,101.0,0.25,15.6,2.8,65.0,10.1,7.0,Céréales
Farine Arroroot,357.0,1.68,84.7,0.1,85.0,72.0,7.0,Céréales
Farine complète,298.0,2.46,55.8,2.2,60.0,33.5,7.0,Céréales
Farine d&#039;avoine,68.0,5.0,12.0,1.4,25.0,3.0,7.0,Céréales
Farine d&#039;épeautre,361.0,3.0,67.8,2.4,45.0,30.5,7.0,Céréales
Farine de blé pelée (grains entiers),334.0,0.1,68.9,1.1,65.0,44.8,7.0,Céréales
Farine de blé premium,334.0,3.2,68.9,1.1,85.0,58.6,7.0,Céréales
"Farine de blé, blanche (non enrichie)",364.0,0.1,73.6,1.0,85.0,62.6,7.0,Céréales
Farine de châtaigne,365.0,2.7,71.0,3.7,65.0,46.1,7.0,Céréales
Farine de kamut,333.0,5.8,72.0,1.7,45.0,32.4,7.0,Céréales
Farine de maïs,361.0,2.2,76.8,3.9,70.0,53.8,7.0,Céréales
Farine de pois chiche,337.0,5.0,66.0,2.9,35.0,23.1,7.0,Céréales
Farine de pomme de terre (amidon),357.0,0.25,83.1,0.3,95.0,78.9,7.0,Céréales
Farine de quinoa,368.0,0.5,57.2,6.0,40.0,22.9,7.0,Céréales
Farine de riz,366.0,5.0,80.1,1.4,95.0,76.1,7.0,Céréales
Farine de sarrasin,335.0,5.0,70.6,3.1,40.0,28.2,7.0,Céréales
Farine de seigle (mouture moyenne),280.0,5.0,55.9,2.3,50.0,27.9,7.0,Céréales
Farine de seigle à grains entiers,309.0,5.0,64.2,1.8,45.0,28.9,7.0,Céréales
Farine de soja,385.0,5.0,17.9,18.6,25.0,4.5,7.0,Céréales
Fettuccine,384.0,5.0,67.6,4.4,32.0,21.6,7.0,Céréales
Flocons de blé,340.0,5.0,61.0,2.6,45.0,27.4,7.0,Céréales
Flocons de maïs,320.0,5.0,65.0,1.0,85.0,55.3,7.0,Céréales
Flocons de riz,360.0,5.0,77.0,2.0,80.0,61.6,7.0,Céréales
Flocons de seigle,343.0,5.0,82.6,3.2,45.0,37.2,7.0,Céréales
Fécule de maïs,340.0,5.0,85.0,0.0,95.0,80.8,7.0,Céréales
Gnocchi,93.0,5.0,20.0,1.2,70.0,14.0,7.0,Céréales
Graines (citrouille),446.0,5.0,54.0,19.0,25.0,13.5,7.0,Céréales
Graines d&#039;amarante (non préparées),370.0,5.0,57.0,6.0,35.0,19.9,7.0,Céréales
Graines de chia (séchées),512.0,5.0,42.1,30.7,30.0,12.6,7.0,Céréales
Graines de tournesol),584.0,5.0,20.0,51.0,35.0,7.0,7.0,Céréales
Grains (germés),198.0,5.0,41.4,1.3,15.0,6.2,7.0,Céréales
Grains entiers (seigle),283.0,5.0,55.8,2.2,34.0,19.0,7.0,Céréales
Gruau (cuit sur l&#039;eau),88.0,5.0,15.0,1.7,60.0,9.0,7.0,Céréales
Gruau d&#039;orge,324.0,5.0,63.3,1.3,25.0,15.8,7.0,Céréales
Jasmin de riz,331.0,5.0,73.4,0.2,60.0,44.0,7.0,Céréales
"Kamut, blé égyptien (cuit)",342.0,5.0,63.5,2.0,40.0,25.4,7.0,Céréales
La farine d&#039;orge,284.0,5.0,56.1,1.6,30.0,16.8,7.0,Céréales
Lasagne,135.0,5.0,15.0,5.0,47.0,7.0,7.0,Céréales
Lin,469.0,5.0,27.7,39.5,35.0,9.7,7.0,Céréales
"Macarons, farine de noix de coco",433.0,5.0,56.6,23.3,32.0,18.1,7.0,Céréales
Matzo (farine blanche),395.0,5.0,84.0,1.4,70.0,58.8,7.0,Céréales
"Maïs blanc, maïs sucré, maïs surgelé",86.0,5.0,19.0,1.1,55.0,10.4,7.0,Céréales
Maïs frais,148.0,5.0,5.0,13.0,35.0,1.8,7.0,Céréales
Millet,378.0,5.0,73.0,4.2,70.0,51.1,7.0,Céréales
Muesli,382.0,5.0,56.5,11.8,56.0,31.6,7.0,Céréales
Muesli (avec sucre ou miel),464.0,5.0,67.4,16.6,65.0,43.8,7.0,Céréales
Muesli (sans sucre),254.0,5.0,47.3,3.2,50.0,23.6,7.0,Céréales
Norme de riz blanc,365.0,5.0,80.0,0.5,70.0,56.0,7.0,Céréales
Nouilles de riz,109.0,5.0,24.9,0.2,65.0,16.2,7.0,Céréales
Nouilles de sarrasin,348.0,5.0,70.5,0.9,59.0,41.6,7.0,Céréales
Orge perlé (cuit à la vapeur),315.0,5.0,66.9,1.1,60.0,40.1,7.0,Céréales
Patate douce,118.0,5.0,28.0,0.2,65.0,18.2,7.0,Céréales
Perlovka,320.0,5.0,73.7,1.1,25.0,18.4,7.0,Céréales
Pâte de blé complet,124.0,5.0,26.5,0.5,40.0,10.6,7.0,Céréales
Pâtes,158.0,5.0,30.9,0.9,50.0,15.4,7.0,Céréales
Pâtes (de blé dur),111.0,5.0,23.1,0.4,50.0,11.6,7.0,Céréales
Pâtes au maïs,357.0,5.0,68.3,2.1,68.0,46.4,7.0,Céréales
Pâtes au sarrasin,350.0,5.0,70.9,1.0,40.0,28.4,7.0,Céréales
Pâtes complètes,352.0,5.0,64.2,2.9,50.0,32.1,7.0,Céréales
Pâtes de grains entiers faites par al dente,237.0,5.0,36.5,0.4,40.0,14.6,7.0,Céréales
Quinoa (cuit),120.0,5.0,21.0,1.9,35.0,7.3,7.0,Céréales
Quinoa (non préparé),368.0,5.0,57.1,6.0,40.0,22.8,7.0,Céréales
Risotto,168.0,5.0,31.6,3.4,70.0,22.1,7.0,Céréales
Riz aromatisé,365.0,5.0,80.0,0.7,70.0,56.0,7.0,Céréales
Riz basmati,340.0,5.0,75.0,0.2,50.0,37.5,7.0,Céréales
Riz basmati non pelé,340.0,5.0,75.0,0.2,45.0,33.8,7.0,Céréales
Riz brun,337.0,5.0,72.9,1.8,50.0,36.5,7.0,Céréales
Riz gluant,370.0,5.0,82.0,0.6,90.0,73.8,7.0,Céréales
Riz instantané,348.0,5.0,77.0,12.0,85.0,65.5,7.0,Céréales
Riz rouge,362.0,5.0,70.5,2.5,55.0,38.8,7.0,Céréales
Riz sauvage,357.0,5.0,75.0,1.1,45.0,33.8,7.0,Céréales
Riz sauvage (noir),357.0,2.0,75.0,1.1,35.0,26.3,7.0,Céréales
Riz à grain long,365.0,1.2,78.0,0.7,60.0,46.8,7.0,Céréales
Sarrasin,277.0,5.0,44.0,8.0,50.0,22.0,7.0,Céréales
Semoule de blé dur,333.0,5.0,70.6,1.0,60.0,42.4,7.0,Céréales
"Son (blé, avoine)",320.0,5.0,45.3,7.7,15.0,6.8,7.0,Céréales
Sorgho,323.0,5.0,66.4,3.3,70.0,46.5,7.0,Céréales
Spaghetti (bien cuit),112.0,5.0,23.2,0.4,55.0,12.8,7.0,Céréales
Spaghetti al dente,271.0,5.0,47.8,0.7,45.0,21.5,7.0,Céréales
Spaghetti bolognaise,191.0,5.0,19.1,8.1,52.0,9.9,7.0,Céréales
Spaghetti à grains entiers,124.0,5.0,26.5,0.5,40.0,10.6,7.0,Céréales
Tagliatelles (bien cuites),374.0,5.0,63.3,2.2,55.0,34.8,7.0,Céréales
"Tortilla, maïs blanc",286.0,5.0,47.2,7.7,49.0,23.1,7.0,Céréales
Un mélange de céréales raffinées avec du sucre,96.0,5.0,23.1,0.4,70.0,16.2,7.0,Céréales
Vermicelles de blé dur,112.0,5.0,23.1,0.4,35.0,8.1,7.0,Céréales
Vermicelles de soja,330.0,5.0,82.0,0.1,30.0,24.6,7.0,Céréales
nouilles udon,76.0,5.0,13.7,1.5,62.0,8.5,7.0,Céréales
Corn (en conserve),194.0,5.0,40.9,1.1,65.0,26.6,7.0,Céréales
Aneth (frais),38.0,2.0,6.3,0.5,25.0,1.6,1.0,Fruits et légumes
Asperges,20.0,2.0,3.9,0.1,15.0,0.6,1.0,Fruits et légumes
Azuki Beans,329.0,2.0,62.9,0.5,35.0,22.0,1.0,Fruits et légumes
Betterave,19.0,2.0,3.7,0.2,15.0,0.6,1.0,Fruits et légumes
"Céleri (bouilli, sans sel)",27.0,2.0,4.7,0.2,85.0,4.0,1.0,Fruits et légumes
Céleri (frais),12.0,2.0,2.1,0.1,15.0,0.3,1.0,Fruits et légumes
Endive,17.0,2.0,0.3,0.2,15.0,0.0,1.0,Fruits et légumes
Falafel (pois chiche),264.0,2.0,43.3,4.8,65.0,28.1,1.0,Fruits et légumes
"Falafel (à partir de haricots, fava)",121.0,2.0,21.0,1.0,40.0,8.4,1.0,Fruits et légumes
Fenouil,31.0,2.0,7.0,0.2,15.0,1.1,1.0,Fruits et légumes
Germes de bambou,27.0,2.0,5.0,0.3,20.0,1.0,1.0,Fruits et légumes
Germes de lentilles,119.0,2.0,22.1,0.6,25.0,5.5,1.0,Fruits et légumes
Haricots (cuits),123.0,2.0,21.5,0.5,80.0,17.2,1.0,Fruits et légumes
Haricots blancs,325.0,2.0,64.0,1.8,35.0,22.4,1.0,Fruits et légumes
Haricots blancs (bouillis),140.0,2.0,25.0,0.5,33.0,8.3,1.0,Fruits et légumes
"Haricots hétéroclites, borlotti, haricots romains",335.0,2.0,35.3,1.2,35.0,12.4,1.0,Fruits et légumes
Haricots nature / tachetés (frais),102.0,2.0,16.9,0.5,35.0,5.9,1.0,Fruits et légumes
Haricots rouges,310.0,2.0,52.7,1.6,35.0,18.4,1.0,Fruits et légumes
Haricots verts,31.0,2.0,7.0,0.1,30.0,2.1,1.0,Fruits et légumes
Haricots verts (frais),24.0,2.0,3.6,0.2,30.0,1.1,1.0,Fruits et légumes
"Haricots, fava (crus)",88.0,2.0,18.0,0.7,40.0,7.2,1.0,Fruits et légumes
Hoummous,166.0,2.0,14.0,10.0,25.0,3.5,1.0,Fruits et légumes
La soupe aux pois,70.0,2.0,6.2,1.4,60.0,3.7,1.0,Fruits et légumes
Laitue (fraîche),14.0,2.0,3.0,0.1,15.0,0.5,1.0,Fruits et légumes
Le maïs sucré,96.0,2.0,18.6,1.5,48.0,8.9,1.0,Fruits et légumes
Lentilles (jaunes),332.0,2.0,65.5,1.0,30.0,19.6,1.0,Fruits et légumes
Lentilles (vertes),300.0,2.0,50.0,1.0,25.0,12.5,1.0,Fruits et légumes
Maïs doux bouilli,123.0,2.0,22.5,2.3,60.0,13.5,1.0,Fruits et légumes
Mung Bean Mung,347.0,2.0,63.0,1.2,25.0,15.8,1.0,Fruits et légumes
Oignon (frais),47.0,2.0,10.4,0.0,15.0,1.6,1.0,Fruits et légumes
Orache,368.0,2.0,64.2,6.1,53.0,34.0,1.0,Fruits et légumes
Oseille,19.0,2.0,0.3,2.9,15.0,0.0,1.0,Fruits et légumes
Persil,36.0,2.0,6.3,0.8,15.0,0.9,1.0,Fruits et légumes
Persil (cuit),36.0,2.0,6.3,0.8,52.0,3.3,1.0,Fruits et légumes
Petits pois pelés (frais),341.0,2.0,60.0,1.2,25.0,15.0,1.0,Fruits et légumes
Poireau,33.0,2.0,8.2,0.0,15.0,1.2,1.0,Fruits et légumes
"Pois (congelés, bouillis)",60.0,2.0,9.0,0.8,51.0,4.6,1.0,Fruits et légumes
"Pois (verts, frais)",73.0,2.0,12.8,0.2,35.0,4.5,1.0,Fruits et légumes
Pois chiches,364.0,2.0,61.0,6.0,10.0,6.1,1.0,Fruits et légumes
Pois chiches (en conserve),125.0,2.0,19.5,3.4,35.0,6.8,1.0,Fruits et légumes
Pois verts,69.0,2.0,10.0,0.2,15.0,1.5,1.0,Fruits et légumes
Pois verts (en conserve),40.0,2.0,6.5,0.2,45.0,2.9,1.0,Fruits et légumes
"Salade (&quot;iceberg&quot;, feuille, roquette, etc,)",25.0,2.0,2.1,0.7,15.0,0.3,1.0,Fruits et légumes
Soja,446.0,2.0,30.0,20.0,15.0,4.5,1.0,Fruits et légumes
"Tofu, tofu",73.0,2.0,0.6,4.2,15.0,0.1,1.0,Fruits et légumes
Urd (cuit à la vapeur),347.0,2.0,63.0,1.2,43.0,27.1,1.0,Fruits et légumes
àƒé°chalote,72.0,2.0,16.8,0.1,15.0,2.5,1.0,Fruits et légumes
àƒé°pinard,22.0,2.0,2.0,0.3,15.0,0.3,1.0,Fruits et légumes
Agneau bouilli,293.0,0.0,0.0,21.4,0.0,0.0,18.0,Produits animaux
"Boeuf (steak, etc,)",108.0,0.0,0.0,4.0,0.0,0.0,18.0,Produits animaux
Boeuf maigre bouilli,190.0,0.0,0.0,7.0,0.0,0.0,18.0,Produits animaux
Bà…éœuf Stroganoff,207.0,0.0,13.1,5.7,56.0,7.3,18.0,Produits animaux
Canard,346.0,0.0,0.0,61.2,0.0,0.0,18.0,Produits animaux
Canard rôti,407.0,1.7,0.0,19.5,0.0,0.0,18.0,Produits animaux
Cerveaux de boeuf,124.0,8.3,0.0,9.5,0.0,0.0,18.0,Produits animaux
Dinde,197.0,1.2,0.8,12.0,0.0,0.0,18.0,Produits animaux
Escalopes de porc,262.0,3.6,19.6,9.6,50.0,9.8,18.0,Produits animaux
Foie de boeuf rôti,199.0,2.7,0.0,3.9,50.0,0.0,18.0,Produits animaux
"Foie gras, pâte de foie d&#039;oie (en conserve)",412.0,5.8,0.0,39.0,0.0,0.0,18.0,Produits animaux
Gros porc,489.0,1.6,0.0,49.3,0.0,0.0,18.0,Produits animaux
"Jambon, tranché, saucisses",234.0,0.5,3.0,20.0,0.0,0.0,18.0,Produits animaux
Langue de boeuf bouillie,158.0,1.9,0.8,11.3,0.0,0.0,18.0,Produits animaux
Lapin,199.0,7.3,0.0,12.9,0.0,0.0,18.0,Produits animaux
Lapin (frit),155.0,4.1,0.0,6.0,0.0,0.0,18.0,Produits animaux
Mouton (Agneau),203.0,9.72,0.0,15.3,0.0,0.0,18.0,Produits animaux
OIE,412.0,3.8,0.0,39.0,0.0,0.0,18.0,Produits animaux
Poitrine de poulet bouillie,137.0,4.3,1.8,5.9,0.0,0.0,18.0,Produits animaux
Porc frit,407.0,6.8,0.0,28.7,0.0,0.0,18.0,Produits animaux
Porc grillé,215.0,2.3,0.0,10.4,0.0,0.0,18.0,Produits animaux
Porc maigre,316.0,4.6,0.0,27.8,0.0,0.0,18.0,Produits animaux
Poulet frit),145.0,4.03,7.0,1.0,0.0,0.0,18.0,Produits animaux
Poulets,156.0,2.4,0.4,7.8,0.0,0.0,18.0,Produits animaux
Reins (braisés),156.0,2.0,0.0,3.2,0.0,0.0,18.0,Produits animaux
Saindoux,797.0,1.7,0.0,89.0,0.0,0.0,18.0,Produits animaux
Saucisse cuite,300.0,1.6,28.0,3.0,34.0,9.5,18.0,Produits animaux
Saucisses,332.0,1.3,1.9,31.6,30.0,0.6,18.0,Produits animaux
Turquie (bouillie),119.0,2.2,0.0,2.8,0.0,0.0,18.0,Produits animaux
Veau,90.0,2.4,0.0,1.2,0.0,0.0,18.0,Produits animaux
Veau bouilli,88.0,5.2,0.0,2.1,0.0,0.0,18.0,Produits animaux
poulet,165.0,1.7,0.6,8.8,0.0,0.0,18.0,Produits animaux
Champignons,26.0,6.2,5.1,0.2,15.0,0.8,,Fruits et lÃ©gumes
Champignons (cuits),28.0,3.6,5.3,0.5,36.0,1.9,,Fruits et lÃ©gumes
Amande,609.0,2.7,13.0,53.7,15.0,1.9,,Fruits et lÃ©gumes
Arachides (grillées à sec),599.0,1.8,15.3,52.5,15.0,2.3,,Fruits et lÃ©gumes
Cacahuète,567.0,0.5,16.1,49.2,15.0,2.4,,Fruits et lÃ©gumes
Châtaigne,196.0,2.9,44.2,1.2,60.0,26.5,,Fruits et lÃ©gumes
Glands,387.0,1.53,41.0,24.0,25.0,10.3,,Fruits et lÃ©gumes
Noisette,628.0,1.4,17.0,61.0,15.0,2.5,,Fruits et lÃ©gumes
Noisettes,704.0,0.8,9.9,66.9,25.0,2.5,,Fruits et lÃ©gumes
Noix,654.0,1.7,7.0,65.2,15.0,1.1,,Fruits et lÃ©gumes
Noix (mélanger avec des raisins secs),483.0,5.1,46.6,27.9,21.0,9.8,,Fruits et lÃ©gumes
Noix de cajou,553.0,1.6,30.0,44.0,15.0,4.5,,Fruits et lÃ©gumes
Noix de cajou (salées),570.0,1.0,30.0,42.0,22.0,6.6,,Fruits et lÃ©gumes
Noix de coco,97.0,1.4,1.7,9.3,45.0,0.8,,Fruits et lÃ©gumes
Noyer,654.0,4.2,14.0,65.0,15.0,2.1,,Fruits et lÃ©gumes
